tweet_id,in_reply_to_status_id,in_reply_to_user_id,source,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,year,month,day,text_1,text_url,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,max_conf,retweet_count,favorite_count
889638837579907072,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,2017,7,25,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,https://t.co/f8dEDcrKSR,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_Bulldog,0.99165,True,p1_conf,4735,27672
889531135344209921,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,2017,7,24,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,https://t.co/y70o6h3isq,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_Retriever,0.953442,True,p1_conf,2321,15359
889278841981685760,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,2017,7,24,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,https://t.co/WpHvrQedPb,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,p1_conf,5637,25652
888917238123831296,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,2017,7,23,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,https://t.co/chxruIOUJN,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_Retriever,0.714719,True,p1_conf,4709,29611
888804989199671297,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,2017,7,22,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,https://t.co/HTQ77yNQ5K,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_Retriever,0.46976,True,p1_conf,4559,26080
888554962724278272,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,2017,7,22,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,https://t.co/YnYAFCTTiK,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_Husky,0.700377,True,p1_conf,3732,20290
888078434458587136,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,2017,7,20,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,https://t.co/DK7iDPfuRX,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_Bulldog,0.995026,True,p1_conf,3653,22201
887705289381826560,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,2017,7,19,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,https://t.co/PhrUk20Q64,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,p1_conf,5609,30779
887517139158093824,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,Such,2017,7,19,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),https://t.co/20VrLAA8ba,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,p1_conf,12082,46959
887473957103951883,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,2017,7,19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,https://t.co/cLyzpcUcMX,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,p1_conf,18781,69871
887343217045368832,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,2017,7,18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),https://t.co/WZqNqygEyV,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_Hairless,0.330741,True,p1_conf,10737,34222
887101392804085760,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,2017,7,18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,https://t.co/4Ad1jzJSdp,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,p1_conf,6167,31061
886983233522544640,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,2017,7,17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,https://t.co/I6oNy0CgiT,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,p1_conf,8084,35859
886736880519319552,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,2017,7,16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff",https://t.co/ISvKOSkd5b,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,p1_conf,3443,12306
886680336477933568,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,2017,7,16,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,https://t.co/BCoWue0abA,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,p1_conf,4610,22798
886366144734445568,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,2017,7,15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,https://t.co/RGE08MIJox,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_Bulldog,0.999201,True,p1_conf,3316,21524
886258384151887873,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,2017,7,15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,https://t.co/xZDA9Qsq1O,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,p1_conf,6523,28469
885984800019947520,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,2017,7,14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,https://t.co/BuveP0uMF1,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_Spaniel,0.972494,True,p1_conf,7097,33382
885528943205470208,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,2017,7,13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,https://t.co/tp1kQ8i9JF,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,p1_conf,6683,36689
885167619883638784,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,2017,7,12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,https://t.co/44ItaMubBf,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,p1_conf,4556,22367
884925521741709313,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,2017,7,12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",https://t.co/MYJvdlNRVa,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_Greyhound,0.259916,True,p1_conf,16439,68152
884876753390489601,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,2017,7,11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,https://t.co/74TKAUsLkO,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,p1_conf,6096,28514
884562892145688576,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,2017,7,11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,https://t.co/1r4MFCbCX5,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,p1_conf,5100,24765
884441805382717440,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,2017,7,10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",https://t.co/vvBOcC2VdC,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,p1_conf,5856,27478
884162670584377345,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,2017,7,9,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,https://t.co/YSI00BzTBZ,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_Shepherd,0.707046,True,p1_conf,3128,20771
883838122936631299,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,2017,7,9,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,https://t.co/V85xujjDDY,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,p1_conf,3586,22349
883482846933004288,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,2017,7,8,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",https://t.co/qjrljjt948,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_Retriever,0.943082,True,p1_conf,10407,46860
883360690899218434,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,2017,7,7,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,https://t.co/rf661IFEYP,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,p1_conf,3825,22986
883117836046086144,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,2017,7,7,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",https://t.co/Se5fZ9wp5E,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_Retriever,0.949562,True,p1_conf,6949,37914
882992080364220416,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,2017,7,6,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,https://t.co/tyER0KpdXj,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_Dog,0.4667779999999999,True,p1_conf,4122,24445
882762694511734784,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,2017,7,6,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,https://t.co/D43I96SlVu,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_Retriever,0.85005,True,p1_conf,5134,28903
882627270321602560,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,2017,7,5,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),https://t.co/Nx52PGwH94,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,p1_conf,6342,28382
882268110199369728,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,2017,7,4,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,https://t.co/fYP5RlutfA,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_Retriever,0.762211,True,p1_conf,12118,45880
882045870035918850,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,2017,7,4,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",https://t.co/zeDpnsKX7w,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web_Site,0.949591,False,p1_conf,5203,29900
881906580714921986,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,2017,7,3,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,https://t.co/503CgWbhxQ,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,p1_conf,3533,24773
881666595344535552,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,2017,7,3,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,https://t.co/7CSWCl8I6s,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,p1_conf,11099,51522
881536004380872706,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,A,2017,7,2,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",https://t.co/ghXBIIeQZF,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,p1_conf,16570,50199
881268444196462592,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,2017,7,1,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,https://t.co/cgwJwowTMC,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,p1_conf,5358,23501
880935762899988482,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,2017,6,30,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,https://t.co/D0wb1GlKAt,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street_Sign,0.251801,False,p1_conf,2886,17346
880872448815771648,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,2017,6,30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,https://t.co/WiAMbTkDPf,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,p1_conf,3989,21734
880465832366813184,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,2017,6,29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,https://t.co/4VsFysDmiw,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden_Retriever,0.913255,True,p1_conf,6546,29075
880221127280381952,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,2017,6,29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,https://t.co/fUod0tVmvK,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,p1_conf,4436,27640
